Marital_status,Application_mode,Application_order,Daytime_evening_attendance,Previous_qualification_grade,Mothers_qualification,Admission_grade,Displaced,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Status
single,16,3,daytime,152.0,1,156.9,yes,no,yes,female,no,19,6,6,6,15.333333333333334,0,6,9,6,15.833333333333334,0,1
single,1,2,daytime,130.0,1,125.1,yes,no,yes,female,yes,18,7,9,6,12.816666666666668,0,8,11,6,12.875,0,1
single,15,1,daytime,133.1,41,100.0,no,yes,no,male,no,26,7,7,6,13.0,0,6,6,2,14.0,0,0
single,15,1,daytime,160.0,1,160.0,no,yes,yes,female,no,19,6,11,2,13.5,1,5,11,2,11.0,0,1
married,39,1,evening,140.0,37,101.0,no,no,yes,female,no,35,6,7,6,12.5,0,6,6,6,12.166666666666666,0,1
single,18,1,daytime,133.0,1,121.5,yes,no,yes,female,yes,19,6,7,6,13.0,0,6,6,6,14.333333333333334,0,1
single,1,1,daytime,138.0,38,126.8,yes,no,yes,male,no,18,5,6,4,11.75,0,5,10,5,12.571428571428571,1,1
single,1,5,daytime,142.0,19,132.9,no,no,yes,male,no,19,5,5,4,12.5,0,5,5,4,14.25,0,1
single,1,1,daytime,115.0,1,134.3,yes,no,yes,male,no,25,17,19,17,11.61111111111111,0,17,22,17,12.055555555555555,0,1
single,17,6,daytime,125.0,1,120.5,yes,no,yes,male,no,18,6,6,6,14.0,0,6,6,6,14.666666666666666,0,1
single,17,1,daytime,170.0,1,144.1,yes,yes,no,male,no,26,6,8,0,0.0,0,6,10,0,0.0,0,0
single,43,1,evening,140.0,1,100.0,no,no,yes,male,no,34,5,5,5,13.8,0,5,6,5,13.833333333333334,0,1
single,1,2,daytime,110.0,4,114.8,yes,no,no,male,no,18,5,6,0,0.0,0,5,5,0,0.0,0,0
single,1,1,daytime,114.0,3,111.9,no,no,no,male,no,18,0,0,0,0.0,0,0,0,0,0.0,0,0
single,17,3,daytime,138.0,1,125.4,yes,no,yes,male,yes,18,5,9,4,12.25,0,5,9,3,12.333333333333334,0,0
single,44,1,daytime,140.0,37,140.0,no,no,yes,male,no,20,6,12,3,11.5,0,6,12,3,13.666666666666666,0,0
single,44,1,daytime,140.0,1,140.0,no,no,yes,male,no,25,7,9,6,12.571428571428571,0,9,9,9,12.555555555555555,0,1
single,17,1,daytime,132.0,2,127.8,no,no,yes,male,no,18,6,9,6,12.0,0,6,10,5,12.166666666666666,0,0
single,1,1,daytime,148.0,19,131.6,yes,no,yes,male,no,19,12,17,11,12.0,2,12,21,12,12.307692307692308,0,1
single,1,1,daytime,132.0,1,119.4,yes,no,yes,male,no,20,0,0,0,0.0,0,0,0,0,0.0,0,0
single,18,2,daytime,126.0,19,129.9,yes,no,yes,male,yes,20,7,9,6,12.0,0,6,6,6,11.166666666666666,0,1
single,1,1,daytime,121.0,3,114.0,no,no,yes,male,no,20,5,9,4,11.6,0,5,7,4,12.25,2,1
single,1,2,daytime,120.0,1,113.4,yes,no,yes,male,yes,19,5,5,0,0.0,0,5,5,0,0.0,0,0
single,1,1,daytime,123.0,1,117.8,no,no,yes,male,no,20,5,9,5,12.0,0,5,9,4,13.0,0,1
single,1,6,daytime,122.0,1,114.3,yes,no,yes,male,no,18,7,8,6,13.976666666666668,0,8,12,6,12.041666666666666,1,1
single,1,1,daytime,136.0,2,129.7,yes,no,yes,male,no,19,6,10,4,12.5,0,6,12,1,10.0,3,1
single,18,1,daytime,119.0,37,112.0,yes,no,no,male,no,20,5,5,0,0.0,0,5,0,0,0.0,0,0
single,39,1,daytime,120.0,38,140.0,no,no,yes,male,no,24,6,15,4,10.5,0,6,16,4,12.5,0,0
single,44,1,daytime,150.0,38,150.0,yes,no,yes,male,no,20,6,8,5,12.857142857142858,0,6,11,6,12.3,0,1
single,1,3,daytime,121.0,3,122.4,yes,no,yes,male,no,19,5,7,3,11.666666666666666,0,5,5,4,12.0,0,1
single,51,1,daytime,140.0,1,150.0,no,no,yes,male,no,23,5,7,2,13.0,0,5,11,1,10.0,0,0
single,17,2,daytime,135.0,19,135.0,yes,no,yes,male,no,20,6,8,6,11.833333333333334,0,6,9,5,10.4,0,1
single,43,4,evening,116.0,34,116.2,no,no,yes,male,no,21,11,11,11,12.454545454545457,0,11,17,8,12.75,0,1
single,17,2,daytime,120.0,10,120.4,yes,no,yes,male,no,20,5,6,3,11.0,0,5,6,0,0.0,0,0
married,17,5,daytime,126.0,37,122.9,yes,no,yes,male,no,21,5,10,4,13.2,0,5,7,4,14.25,2,1
single,1,1,daytime,170.0,1,155.0,no,no,yes,male,yes,18,6,6,6,15.5,0,6,6,6,14.166666666666666,0,1
single,1,3,daytime,123.0,1,123.4,yes,no,yes,male,no,18,6,8,6,12.333333333333334,0,6,6,6,13.666666666666666,0,1
single,17,1,daytime,120.0,3,124.2,yes,no,yes,male,no,18,5,13,5,12.0,0,5,9,4,11.4,0,1
single,44,1,daytime,130.0,3,130.0,yes,no,yes,male,no,20,6,12,4,11.6,0,6,11,5,11.5,0,1
single,17,1,daytime,130.0,19,126.2,no,no,yes,male,yes,18,6,7,6,11.333333333333334,0,6,8,6,12.285714285714286,0,1
single,17,1,daytime,117.0,37,120.5,yes,no,yes,male,no,19,6,12,0,0.0,1,6,0,0,0.0,0,0
single,17,1,daytime,131.0,1,123.7,yes,no,yes,male,no,20,5,7,4,12.0,0,5,8,2,12.5,0,1
single,17,1,daytime,130.0,19,122.5,no,no,yes,male,no,19,5,11,4,12.0,1,5,9,5,12.6,0,1
single,39,1,evening,133.0,37,139.2,yes,yes,yes,male,no,33,5,11,2,12.5,0,5,9,2,11.5,1,0
single,51,1,daytime,128.0,2,131.2,yes,no,yes,male,no,21,12,12,12,13.666666666666666,0,11,16,11,13.0,0,1
married,39,1,daytime,133.1,1,120.0,no,yes,no,male,no,25,6,17,2,14.5,2,6,13,0,0.0,1,0
single,1,1,daytime,123.0,1,116.7,yes,no,yes,male,yes,20,6,10,4,13.2,0,6,8,0,0.0,0,0
single,53,1,daytime,150.0,1,150.0,yes,no,yes,male,yes,22,7,11,5,12.166666666666666,0,8,14,5,14.8,0,0
divorced,39,1,daytime,133.1,37,117.5,no,no,yes,female,no,39,6,10,4,11.25,0,6,6,6,11.333333333333334,0,1
single,1,2,daytime,140.0,3,137.6,yes,no,yes,male,yes,21,6,8,6,15.166666666666666,0,6,7,6,14.428571428571429,0,1
single,17,1,daytime,126.0,1,124.3,no,no,yes,female,yes,19,6,8,6,11.166666666666666,0,6,7,4,13.4,0,1
single,39,1,daytime,133.1,37,116.0,no,no,yes,female,yes,26,7,8,6,10.983333333333334,0,7,8,6,10.983333333333334,0,1
single,18,2,daytime,121.0,19,121.4,yes,no,yes,female,yes,19,6,8,4,10.75,0,6,11,5,11.5,0,1
single,53,1,daytime,140.0,1,142.8,yes,no,no,female,yes,20,12,15,11,13.384615384615383,0,9,13,7,14.285714285714286,0,1
single,17,1,daytime,133.1,1,96.0,yes,no,yes,female,yes,25,6,8,6,11.285714285714286,0,6,10,5,12.2,0,1
single,43,1,evening,131.0,19,125.0,no,no,yes,male,no,24,6,13,0,0.0,3,6,6,0,0.0,0,0
single,17,6,daytime,124.0,19,126.1,yes,no,yes,male,no,20,5,7,4,13.0,0,5,9,5,14.833333333333334,3,1
married,39,1,daytime,120.0,37,155.8,no,no,yes,male,no,29,6,9,6,16.11111111111111,0,6,7,6,13.5,0,1
single,1,1,daytime,133.1,1,116.0,no,no,yes,male,no,20,6,8,6,11.5,0,6,8,6,11.0,0,1
single,44,1,daytime,110.0,3,110.0,yes,no,yes,male,no,20,6,15,4,10.75,0,6,12,2,10.5,0,0
single,39,1,daytime,133.1,19,97.2,yes,no,yes,male,yes,24,6,10,4,11.6,0,6,8,5,13.0,0,1
single,39,1,daytime,133.1,1,100.0,no,yes,yes,male,no,24,7,21,0,0.0,3,7,7,0,0.0,0,0
single,7,1,daytime,140.0,3,140.0,no,no,yes,male,no,23,5,5,5,13.8,0,5,7,5,14.142857142857142,0,1
single,43,1,daytime,130.0,1,128.0,yes,no,yes,male,no,20,7,8,7,13.585714285714284,0,8,8,8,14.6875,0,1
single,17,2,daytime,110.0,1,115.3,yes,no,yes,male,no,19,6,8,6,13.857142857142858,0,6,8,5,13.0,0,1
divorced,39,1,daytime,140.0,37,150.0,no,no,yes,male,no,28,6,12,5,12.0,0,6,10,6,12.333333333333334,0,1
single,44,1,daytime,160.0,1,160.0,yes,no,yes,male,yes,20,6,9,6,13.444444444444445,0,6,9,5,12.6,0,1
single,1,1,daytime,138.0,38,133.1,no,no,yes,male,no,18,6,6,6,14.0,0,6,7,6,13.857142857142858,0,1
single,1,1,daytime,126.0,1,119.0,yes,yes,yes,male,no,20,6,10,1,12.0,1,6,0,0,0.0,0,0
married,39,1,evening,120.0,37,156.0,yes,no,yes,male,no,33,5,5,5,14.2,0,5,6,5,13.833333333333334,0,1
married,39,1,daytime,130.0,37,163.7,no,no,yes,female,no,35,7,11,5,13.34,0,7,9,5,10.84,0,1
single,39,1,daytime,130.0,37,130.0,no,no,yes,female,no,27,8,12,7,12.457142857142856,0,8,12,7,12.457142857142856,0,1
single,17,5,daytime,122.0,38,123.1,yes,no,no,female,no,19,6,12,3,11.0,0,6,12,3,12.0,0,0
single,39,1,evening,160.0,37,160.0,no,no,yes,female,yes,31,5,13,4,10.5,0,5,10,4,10.5,0,1
single,1,1,daytime,134.0,19,136.1,yes,no,yes,male,no,19,0,0,0,0.0,0,0,0,0,0.0,0,1
single,43,1,daytime,134.0,19,132.7,yes,no,yes,male,no,22,13,13,13,14.0,0,12,13,12,13.0,0,1
single,43,1,daytime,140.0,1,128.2,no,no,yes,female,no,39,7,0,0,0.0,0,8,0,0,0.0,0,0
single,17,1,daytime,127.0,1,126.7,yes,no,no,male,no,22,1,1,0,0.0,0,6,0,0,0.0,0,0
married,39,1,evening,133.1,37,150.0,no,no,yes,male,no,47,5,8,4,10.0,0,5,8,4,12.5,0,1
single,17,1,daytime,143.0,19,156.3,yes,no,yes,male,yes,19,0,0,0,0.0,0,0,0,0,0.0,0,1
single,10,1,daytime,115.0,3,116.1,yes,no,yes,female,no,19,6,6,6,13.5,0,6,6,6,14.333333333333334,0,1
single,17,1,daytime,131.0,19,123.8,yes,no,yes,female,no,19,7,0,0,0.0,0,8,0,0,0.0,0,0
single,1,1,daytime,146.0,19,153.0,yes,no,yes,female,yes,21,17,18,17,13.38888888888889,0,17,18,17,14.88888888888889,0,1
single,7,1,daytime,140.0,19,140.0,yes,no,no,female,no,39,7,0,0,0.0,0,8,0,0,0.0,0,0
single,17,1,daytime,135.0,19,131.9,yes,no,yes,male,no,19,12,12,12,13.583333333333334,0,11,12,11,13.583333333333334,0,1
single,1,1,daytime,133.0,37,141.4,no,no,yes,male,yes,20,0,0,0,0.0,0,0,0,0,0.0,0,1
single,39,1,daytime,133.1,1,140.0,yes,yes,no,male,no,24,5,5,0,0.0,0,5,5,0,0.0,0,0
single,39,1,evening,120.0,19,115.0,yes,no,yes,male,no,27,5,9,1,10.0,0,5,5,0,0.0,0,0
married,39,1,evening,133.1,37,168.0,no,no,yes,male,no,29,5,5,5,15.2,0,5,5,5,15.2,0,1
single,17,1,daytime,130.0,19,101.3,yes,no,yes,male,no,20,6,12,4,12.8,0,6,17,0,0.0,0,0
single,1,1,daytime,125.0,19,122.6,no,no,yes,male,no,21,5,7,5,11.166666666666666,0,5,5,4,11.0,0,0
single,1,1,daytime,134.0,3,141.7,yes,no,yes,male,no,18,0,0,0,0.0,0,0,0,0,0.0,0,1
single,1,1,daytime,151.0,1,132.3,no,no,yes,male,no,19,8,9,7,12.828571428571427,0,8,9,7,12.828571428571427,0,1
single,17,1,daytime,112.0,1,111.7,no,yes,no,male,no,19,6,6,6,12.5,0,6,10,4,12.6,0,0
single,39,1,daytime,120.0,37,98.7,no,no,yes,male,yes,28,5,12,3,10.0,0,5,10,3,12.4,0,1
single,15,1,daytime,140.0,19,140.0,yes,no,no,female,no,21,6,6,6,11.5,0,6,10,4,13.25,0,1
single,10,1,daytime,140.0,3,140.0,yes,yes,no,female,no,23,8,11,7,11.328571428571427,0,8,11,7,11.328571428571427,0,0
divorced,39,1,daytime,133.1,19,100.7,no,no,yes,female,no,39,6,15,2,13.0,2,6,13,3,13.0,1,1
single,17,3,daytime,143.0,38,133.8,yes,no,yes,female,no,18,7,7,6,13.033333333333331,0,7,7,6,13.033333333333331,0,1
married,15,1,daytime,133.1,37,100.0,no,no,yes,female,no,59,6,8,6,12.166666666666666,0,6,7,4,11.75,0,1
single,7,1,daytime,180.0,4,180.0,no,yes,yes,male,no,30,5,6,4,14.5,0,5,10,3,16.2,0,1
single,1,1,daytime,136.0,1,130.8,yes,no,yes,female,no,18,5,7,5,14.4,1,5,5,5,13.6,0,1
married,44,1,evening,140.0,37,140.0,no,no,yes,female,no,41,6,10,4,12.25,0,7,9,6,12.5,0,1
single,39,1,daytime,130.0,37,106.2,yes,no,yes,female,no,27,7,14,0,0.0,0,7,14,0,0.0,0,0
single,1,1,daytime,141.0,38,125.6,yes,no,yes,female,yes,18,6,6,6,12.666666666666666,0,6,6,6,12.0,0,1
single,18,5,daytime,121.0,38,117.5,yes,yes,no,female,no,20,6,14,2,12.0,0,6,14,3,11.666666666666666,0,0
married,39,1,daytime,120.0,37,122.5,no,no,no,female,no,32,5,6,0,0.0,0,5,5,0,0.0,0,0
single,17,1,daytime,129.0,38,132.9,yes,no,yes,female,no,19,5,5,3,11.666666666666666,0,5,10,4,10.8,0,0
married,39,1,daytime,133.1,37,103.0,no,no,yes,female,no,41,6,0,0,0.0,0,6,0,0,0.0,0,0
divorced,17,5,evening,100.0,19,107.0,no,no,yes,female,no,38,5,12,1,10.0,0,5,10,0,0.0,0,0
single,7,1,daytime,133.1,42,100.0,no,no,yes,male,no,35,7,8,0,0.0,1,6,9,0,0.0,0,0
single,39,1,evening,133.1,34,100.0,yes,no,yes,female,no,27,6,11,4,12.25,0,6,16,3,12.0,0,0
single,17,1,daytime,139.0,1,131.3,yes,no,yes,female,no,19,6,10,4,12.0,1,6,6,6,12.5,0,1
single,18,1,daytime,125.0,19,122.2,no,no,no,female,no,18,6,7,5,12.6,0,6,6,5,11.8,0,1
married,39,1,evening,133.1,34,118.4,no,no,no,female,no,39,5,5,0,0.0,0,5,5,0,0.0,0,0
married,7,1,daytime,100.0,37,100.0,no,no,no,female,no,37,5,5,0,0.0,0,5,10,0,0.0,0,0
facto union,39,1,daytime,110.0,38,110.0,no,no,no,female,no,37,8,8,0,0.0,1,8,8,0,0.0,1,0
married,43,1,evening,133.1,34,100.0,no,no,yes,female,yes,35,16,16,16,12.6875,0,13,13,13,12.0,0,1
single,43,1,daytime,123.0,37,106.2,no,no,yes,female,no,49,13,22,10,10.4,0,9,18,6,10.666666666666666,0,1
single,7,1,daytime,110.0,37,110.0,no,no,yes,female,no,52,15,26,14,10.466666666666669,0,12,16,12,10.923076923076923,0,1
single,1,2,daytime,130.0,1,122.3,yes,no,yes,female,no,18,5,10,5,14.333333333333334,2,5,8,5,13.0,1,1
single,39,1,evening,133.1,37,112.5,no,no,yes,female,yes,30,7,7,6,14.666666666666666,1,6,7,6,14.333333333333334,0,1
single,1,2,daytime,97.0,1,98.1,yes,no,yes,female,no,21,7,7,7,12.835714285714284,0,8,8,8,14.23125,0,1
single,1,1,daytime,130.0,37,140.2,yes,no,yes,male,no,20,5,5,0,0.0,0,5,0,0,0.0,0,0
single,17,1,daytime,139.0,1,143.6,yes,yes,yes,male,no,18,5,9,0,0.0,0,5,5,0,0.0,0,1
single,16,1,daytime,150.0,37,134.6,yes,no,yes,male,no,19,0,0,0,0.0,0,0,0,0,0.0,0,0
single,1,3,daytime,141.0,3,126.8,yes,no,yes,male,no,18,8,8,8,13.24875,0,8,8,8,13.24875,0,1
single,15,1,daytime,133.1,2,100.0,no,no,yes,male,no,20,7,10,7,12.857142857142858,0,7,7,4,12.75,0,1
single,17,1,daytime,137.0,38,130.0,yes,no,yes,female,no,21,6,12,5,13.6,0,6,10,4,14.25,0,1
single,1,4,daytime,116.0,1,113.6,yes,no,yes,female,yes,22,5,6,3,14.0,0,5,8,5,12.4,0,1
single,44,1,daytime,140.0,19,140.0,yes,yes,no,female,no,20,6,11,3,12.0,0,6,11,2,11.0,0,1
single,17,4,daytime,106.0,37,106.0,no,no,yes,female,no,20,6,9,6,13.166666666666666,0,6,8,4,14.0,0,1
single,17,6,daytime,135.0,1,126.6,yes,no,yes,female,yes,19,6,8,6,13.625,0,6,7,6,12.166666666666666,0,1
single,17,5,daytime,144.0,19,130.7,yes,no,yes,female,yes,18,7,8,7,14.85,0,8,9,8,15.61111111111111,0,1
single,1,2,daytime,108.0,1,105.9,yes,no,yes,male,no,21,5,9,4,10.75,0,5,6,5,11.4,0,1
single,15,1,daytime,137.0,19,137.0,no,yes,yes,female,no,19,7,11,0,0.0,4,7,11,2,11.666666666666666,0,1
single,43,1,daytime,133.1,37,100.0,no,no,yes,female,no,37,6,0,0,0.0,0,6,0,0,0.0,0,0
married,1,1,evening,121.0,37,114.4,yes,no,yes,female,no,45,12,14,12,14.0,0,7,12,7,13.857142857142858,0,1
single,39,1,daytime,133.1,37,120.0,no,yes,no,male,no,38,6,8,0,0.0,0,6,10,0,0.0,0,0
legally separated,39,1,evening,130.0,37,119.0,yes,no,no,male,no,55,5,5,0,0.0,0,5,5,0,0.0,0,0
facto union,39,1,daytime,133.1,37,110.0,no,yes,no,female,no,28,6,17,5,13.0,0,6,11,4,11.75,0,0
facto union,7,1,evening,120.0,37,120.0,no,no,yes,female,no,46,8,12,8,12.375,0,9,11,5,12.4,0,1
single,1,4,daytime,131.0,19,119.8,yes,no,yes,female,no,22,0,0,0,0.0,0,0,0,0,0.0,0,1
married,39,2,daytime,133.1,37,135.6,no,no,yes,female,no,46,6,10,5,11.4,0,6,9,4,13.75,0,0
single,39,1,evening,100.0,19,120.7,no,no,yes,female,no,28,5,9,4,11.25,0,5,7,4,13.0,0,1
single,1,3,daytime,131.0,37,136.3,yes,yes,no,female,no,18,5,7,3,13.0,0,5,8,3,12.0,0,0
single,16,1,daytime,158.0,38,164.3,yes,no,yes,male,yes,18,0,0,0,0.0,0,0,0,0,0.0,0,1
single,1,1,daytime,146.0,37,149.2,yes,no,yes,male,yes,21,6,6,6,13.5,0,6,6,6,14.166666666666666,0,1
single,16,2,daytime,133.0,1,122.5,yes,no,yes,female,no,18,6,11,1,11.0,1,6,11,4,11.0,4,1
single,43,1,evening,120.0,19,100.0,no,no,yes,female,no,34,5,9,0,0.0,0,5,10,1,11.0,0,0
single,17,1,daytime,119.0,37,125.0,yes,no,yes,female,yes,21,6,9,5,12.0,0,6,8,5,11.2,0,0
single,1,1,daytime,132.0,37,131.0,yes,no,yes,female,yes,18,6,8,5,13.0,0,6,7,6,13.0,0,1
single,1,1,daytime,130.0,29,122.0,yes,no,yes,male,no,20,0,0,0,0.0,0,0,0,0,0.0,0,1
single,1,1,daytime,132.0,38,131.3,yes,no,yes,female,no,18,5,8,4,12.0,0,5,8,4,12.25,0,1
single,17,2,daytime,133.1,1,117.0,yes,no,yes,male,no,21,5,10,5,11.166666666666666,0,5,10,3,10.8,0,1
single,17,1,daytime,119.0,37,118.0,yes,no,yes,male,no,19,6,13,2,10.5,0,6,11,1,12.0,0,0
single,17,2,evening,134.0,1,126.0,yes,no,yes,male,no,22,6,7,6,12.666666666666666,0,6,6,6,12.166666666666666,0,1
single,44,1,daytime,120.0,1,120.0,no,no,yes,male,no,23,6,6,1,11.0,0,6,8,0,0.0,0,0
single,17,4,daytime,172.0,3,155.6,yes,no,yes,male,no,19,0,0,0,0.0,0,0,0,0,0.0,0,0
single,1,4,daytime,120.0,19,122.8,yes,no,yes,male,no,18,5,6,4,11.5,0,5,12,2,10.333333333333334,0,1
single,1,3,daytime,129.0,38,127.3,yes,yes,no,male,yes,19,0,0,0,0.0,0,0,0,0,0.0,0,0
single,17,1,daytime,118.0,1,118.4,yes,no,yes,male,no,19,5,10,2,10.5,0,5,5,4,11.75,0,1
single,1,1,daytime,127.0,1,128.1,no,no,yes,male,no,19,5,8,4,12.5,0,5,6,4,11.0,0,1
single,1,2,daytime,133.1,37,99.0,yes,no,yes,male,no,22,7,9,6,12.833333333333334,0,8,12,6,12.5,0,1
single,1,1,daytime,164.0,19,161.2,no,no,yes,male,yes,18,6,7,6,15.571428571428571,0,6,7,6,16.142857142857142,0,1
single,17,1,daytime,136.0,37,140.9,yes,no,yes,male,no,18,6,10,4,12.0,0,6,7,5,11.8,0,0
single,17,1,daytime,117.0,38,111.1,no,yes,yes,male,no,19,6,6,4,11.25,0,6,6,3,11.333333333333334,0,0
single,1,4,daytime,131.0,1,149.9,yes,no,yes,male,no,18,0,0,0,0.0,0,0,0,0,0.0,0,1
single,17,6,daytime,110.0,1,111.3,no,no,yes,male,no,21,6,10,6,12.285714285714286,0,6,11,4,14.25,0,1
single,1,2,daytime,125.0,1,121.5,yes,no,yes,male,no,18,6,12,5,11.0,0,6,11,3,10.333333333333334,0,1
single,44,1,daytime,120.0,19,120.0,yes,no,yes,male,no,19,6,8,6,12.142857142857142,0,6,11,5,13.6,0,1
single,39,1,daytime,133.1,1,120.0,no,yes,no,male,no,27,6,11,2,11.5,0,6,7,0,0.0,0,0
single,53,1,daytime,130.0,38,130.0,yes,yes,yes,male,no,20,12,16,11,12.545454545454543,0,10,12,8,11.625,0,1
single,1,5,daytime,101.0,3,98.9,yes,no,yes,male,no,20,6,10,4,13.0,0,6,6,6,13.0,0,1
single,1,6,daytime,141.0,4,136.3,yes,no,yes,male,no,18,8,9,8,12.8875,1,8,9,8,12.8875,1,1
single,17,1,daytime,128.0,38,125.2,yes,no,yes,male,no,18,6,6,6,12.666666666666666,0,6,7,5,13.6,0,1
single,1,2,daytime,145.0,38,130.0,yes,no,yes,male,no,18,6,7,6,12.833333333333334,0,6,7,6,12.571428571428571,0,1
single,1,1,daytime,160.0,1,141.5,yes,no,yes,male,no,18,5,10,3,10.666666666666666,1,5,11,2,12.5,0,0
single,16,5,daytime,134.0,19,123.9,yes,no,yes,male,no,18,5,11,5,13.0,2,5,7,5,12.4,0,1
single,17,2,daytime,125.0,19,114.5,yes,no,yes,female,no,18,7,11,6,11.983333333333334,0,8,12,8,12.28125,0,1
single,39,1,evening,133.1,34,100.0,yes,no,no,female,no,37,5,9,0,0.0,0,5,5,0,0.0,5,0
married,39,1,evening,120.0,38,110.5,no,no,yes,female,yes,36,6,6,6,11.833333333333334,0,6,6,6,11.5,0,1
married,39,1,daytime,133.1,19,101.0,yes,no,yes,female,no,26,6,21,3,12.666666666666666,0,6,15,2,11.0,0,0
single,1,1,daytime,121.0,37,121.0,no,no,yes,female,no,19,5,9,4,13.75,1,5,8,4,14.5,0,1
single,39,1,evening,120.0,37,95.0,yes,no,yes,female,no,24,6,8,5,11.4,0,6,8,5,11.8,0,0
single,1,2,daytime,130.0,19,126.9,yes,no,yes,female,yes,19,6,8,6,13.166666666666666,0,6,6,6,13.0,0,0
single,42,1,daytime,130.0,1,116.3,yes,no,yes,female,yes,20,7,10,6,12.833333333333334,0,8,8,5,11.8,0,1
single,18,1,daytime,128.0,19,120.0,yes,no,yes,female,no,19,6,8,6,14.125,0,6,10,5,14.5,0,1
single,1,1,daytime,126.0,38,123.6,yes,no,yes,female,no,21,5,10,3,11.666666666666666,0,5,5,5,13.0,0,1
married,39,1,daytime,120.0,37,150.0,no,no,no,female,no,50,7,18,6,10.25,0,7,14,4,11.25,0,0
married,39,1,daytime,100.0,37,120.0,no,no,yes,female,no,47,7,16,6,12.514285714285716,0,7,15,4,11.75,0,0
single,42,1,daytime,120.0,1,111.3,no,no,yes,female,no,24,13,17,10,11.5,0,13,18,9,10.444444444444445,0,0
single,39,1,evening,110.0,37,150.0,no,no,no,female,no,48,5,5,1,10.0,0,5,5,0,0.0,0,0
single,1,1,daytime,127.0,37,123.2,yes,no,yes,female,yes,18,6,7,6,15.714285714285714,0,6,17,5,12.77777777777778,0,1
single,44,1,evening,130.0,37,130.0,yes,no,yes,male,no,32,6,9,4,12.5,0,7,7,4,11.0,0,0
single,1,1,daytime,141.0,19,137.9,yes,no,no,male,no,20,5,6,3,12.0,0,5,5,4,12.75,0,0
single,39,1,daytime,120.0,37,100.0,no,yes,yes,male,no,24,5,11,0,0.0,0,5,5,0,0.0,0,0
married,39,1,daytime,133.1,37,120.0,no,no,yes,male,no,53,5,9,4,12.25,2,5,8,4,11.75,0,1
married,39,1,daytime,133.1,19,131.0,no,yes,no,male,no,42,4,5,0,0.0,0,4,4,0,0.0,0,0
married,39,1,evening,133.1,37,133.8,yes,no,yes,male,no,52,5,5,5,13.6,0,5,5,5,14.2,0,1
single,43,1,evening,130.0,38,100.0,no,no,yes,male,no,54,13,14,13,13.307692307692308,0,11,12,11,12.818181818181818,0,1
married,39,1,evening,110.0,37,150.0,no,no,yes,male,no,49,5,6,5,12.2,0,5,9,5,11.8,0,1
single,17,1,daytime,125.0,38,126.4,no,no,yes,male,yes,18,6,7,6,12.285714285714286,0,6,7,6,13.333333333333334,1,1
married,39,1,daytime,130.0,1,154.0,yes,no,yes,male,no,37,5,12,3,12.0,2,5,8,4,13.0,1,1
single,1,1,daytime,121.0,1,114.9,no,no,yes,male,yes,21,7,9,6,13.342857142857143,0,8,10,7,11.65,0,1
single,39,1,daytime,133.1,37,110.0,no,yes,yes,male,no,26,5,5,0,0.0,0,5,5,0,0.0,0,0
single,1,1,daytime,147.0,3,149.8,yes,no,yes,male,no,20,12,12,11,14.272727272727272,0,12,12,11,14.818181818181818,0,1
single,1,4,daytime,128.0,1,117.9,yes,no,yes,female,yes,19,7,9,7,12.1375,0,8,9,8,12.91111111111111,0,1
single,1,2,daytime,164.0,38,165.8,yes,no,yes,female,no,18,6,7,6,14.166666666666666,0,6,7,6,14.857142857142858,0,1
single,17,5,daytime,137.0,1,127.6,yes,no,yes,female,no,18,7,7,7,13.528571428571428,0,8,9,8,14.655555555555557,0,1
single,17,2,evening,122.0,37,123.8,no,no,yes,female,no,20,6,8,5,12.0,0,6,8,6,11.0,0,1
single,17,4,daytime,124.0,3,126.1,yes,no,yes,female,no,20,5,5,5,11.4,0,6,11,1,11.0,0,0
single,1,2,daytime,120.0,3,119.7,yes,no,yes,female,no,21,0,0,0,0.0,0,0,0,0,0.0,0,0
single,1,2,daytime,117.0,1,121.6,yes,no,yes,female,no,22,12,12,12,12.916666666666666,0,11,16,11,14.5,0,1
single,43,1,daytime,140.0,1,100.0,no,no,yes,female,yes,18,7,8,7,13.6375,0,8,8,8,14.3875,0,1
single,1,5,daytime,130.0,19,127.6,yes,no,yes,female,no,18,7,10,7,12.9,0,8,15,7,12.142857142857142,0,0
single,1,1,daytime,138.0,1,132.5,yes,no,yes,female,yes,19,8,8,7,14.36,0,8,8,7,14.36,0,1
single,1,1,daytime,141.0,3,124.3,no,no,yes,female,no,19,8,8,7,14.514285714285714,0,8,8,7,14.514285714285714,0,1
single,1,3,daytime,142.0,1,131.0,yes,no,yes,female,no,18,8,8,7,14.7,0,8,8,7,14.7,0,1
single,7,1,evening,120.0,43,120.0,no,no,yes,female,no,27,5,5,5,15.2,0,5,6,5,14.0,0,1
single,1,3,daytime,122.0,19,113.3,yes,no,yes,female,yes,20,7,7,7,13.0,0,8,8,8,15.0625,0,1
